350,8,0,0,0,0,-0.77882,43
350,16,0,0,0,0,-0.41631,43
350,16,0,0,0,0,-0.41631,65
350,16,0,0,0,0,-0.41631,43
350,16,0,0,0,0,-0.41631,43
350,16,0,0,0,0,-0.41631,43
350,16,0,0,0,0,-0.41631,43
350,64,0,0,0,0,1.75881,43
350,8,0,0,0,0,-0.77882,65
350,8,0,0,0,0,-0.77882,43
350,8,0,0,0,0,-0.77882,43
350,16,0,0,0,0,-0.41631,43
350,16,0,0,0,0,-0.41631,43
350,16,0,0,0,0,-0.41631,43
350,16,0,0,0,0,-0.41631,21
350,16,0,0,0,0,-0.41631,65
350,16,0,0,0,0,-0.41631,21
350,16,0,0,0,0,-0.41631,21
350,32,0,0,0,0,0.30873,21
350,16,0,0,0,0,-0.41631,65
350,16,0,0,0,0,-0.41631,21
350,16,0,0,0,0,-0.41631,21
350,16,0,0,0,0,-0.41631,21
350,32,0,0,0,0,0.30873,21
350,16,0,0,0,0,-0.41631,21
350,16,0,0,0,0,-0.41631,21
350,32,0,0,0,0,0.30873,21
350,16,0,0,0,0,-0.41631,21
350,16,0,0,0,0,-0.41631,21
350,16,0,0,0,0,-0.41631,21
350,32,0,0,0,0,0.30873,65
350,16,0,0,0,0,-0.41631,21
350,16,0,0,0,0,-0.41631,21
350,8,0,0,0,0,-0.77882,21
350,16,0,0,0,0,-0.41631,21
350,8,0,0,0,0,-0.77882,21
350,8,0,0,0,0,-0.77882,43
350,8,0,0,0,0,-0.77882,43
350,16,0,0,0,0,-0.41631,43
350,8,0,0,0,0,-0.77882,30
350,8,0,0,0,0,-0.77882,30
350,16,0,0,0,0,-0.41631,30
350,16,0,0,0,0,-0.41631,30
350,16,0,0,0,0,-0.41631,50
350,8,0,0,0,0,-0.77882,50
350,16,0,0,0,0,-0.41631,50
350,16,0,0,0,0,-0.41631,82
350,16,0,0,0,0,-0.41631,82
350,8,0,0,0,0,-0.77882,82
350,16,0,0,0,0,-0.41631,82
350,16,0,0,0,0,-0.41631,82
350,16,0,0,0,0,-0.41631,82
350,8,0,0,0,0,-0.77882,82
350,16,0,0,0,0,-0.41631,82
350,16,0,0,0,0,-0.41631,82
350,16,0,0,0,0,-0.41631,82
350,32,0,0,0,0,0.30873,82
350,8,0,0,0,0,-0.77882,82
350,16,0,0,0,0,-0.41631,82
350,16,0,0,0,0,-0.41631,82
350,8,0,0,0,0,-0.77882,82
350,16,0,0,0,0,-0.41631,82
350,8,0,0,0,0,-0.77882,82
350,16,0,0,0,0,-0.41631,25
350,8,0,0,0,0,-0.77882,25
350,8,0,0,0,0,-0.77882,25
350,32,0,0,0,0,0.30873,25
350,16,0,0,0,0,-0.41631,25
350,16,0,0,0,0,-0.41631,25
350,16,0,0,0,0,-0.41631,25
350,16,0,0,0,0,-0.41631,25
350,16,0,0,0,0,-0.41631,25
360,16,0,0,0,0,-0.41631,82
360,16,0,0,0,0,-0.41631,33
360,8,0,0,0,0,-0.77882,33
360,8,0,0,0,0,-0.77882,33
365,8,0,0,0,0,-0.77882,33
365,16,0,0,0,0,-0.41631,33
370,8,1,0,0,0,-0.77882,33
370,32,0,0,0,0,0.30873,33
370,16,0,0,0,0,-0.41631,33
